timestamp,errors,latency,traffic,average.cpuPercent_x,average.cpuPercent_y,average.memoryUsedPercent_x,average.memoryUsedPercent_y,tsr,apdex,cpu
2023-06-27T09:19:00Z,0.0,0.5584457810415605,209,40.88916009018998,28.351223239440376,48.55340893884652,26.28766057808109,100.0,0.94,0.0
2023-06-27T09:19:30Z,0.0,0.7353817420031028,189,42.3863701383302,26.81767247361273,48.68717382577278,26.37314331593737,100.0,0.94,0.0
2023-06-27T09:20:00Z,0.0,0.9823458411476829,187,40.106211926204814,27.421498955865456,48.82159106115348,26.372332062090194,100.0,0.91,0.0
2023-06-27T09:20:30Z,0.0,0.8425028613537033,173,40.15288658019128,27.60798763088142,48.938754516258534,26.28964271376957,100.0,0.89,0.0
2023-06-27T09:21:00Z,0.0,0.8956801998481322,178,40.23690553971782,28.091891563108806,48.965793523350726,26.245316472634816,100.0,0.9,0.0
2023-06-27T09:21:30Z,0.0,0.7369346232387607,179,41.183639446303076,27.595352717688318,49.02439615950757,26.318638766225074,100.0,0.91,0.0
2023-06-27T09:22:00Z,0.0,0.6962559522826814,183,43.9372528062705,28.27787712624721,48.96707312993443,26.32462699049913,100.0,0.94,0.0
2023-06-27T09:22:30Z,0.0,0.4987171500228172,172,37.81116039190982,26.621372915570788,48.98851699451359,26.23551451893483,100.0,0.94,0.0
2023-06-27T09:23:00Z,0.0,0.596842106322796,171,38.26159898912578,26.999641434186184,49.05012210624917,26.275148869262676,100.0,0.95,0.0
2023-06-27T09:23:30Z,0.0,1.001872257062584,157,40.843109419923294,25.742134349705946,48.99994145590794,26.336871069182394,100.0,0.89,0.0
2023-06-27T09:24:00Z,0.0,1.1902917083005728,161,40.88682452865127,27.11322441704861,49.01910210089656,26.292687006556935,100.0,0.89,1.0
2023-06-27T09:24:30Z,0.0,0.8618719454469352,174,43.445350952594566,27.607653210228932,49.102134350327844,26.407249431285962,100.0,0.91,1.0
2023-06-27T09:25:00Z,0.0,1.0096514586246375,165,86.26600660592253,28.424029764929006,49.34193931486684,26.473621704803964,100.0,0.85,1.0
2023-06-27T09:25:30Z,0.0,1.5169978900389238,154,69.10862057220614,26.010719151615678,49.366527833534064,26.33299043222267,100.0,0.84,1.0
2023-06-27T09:26:00Z,0.0,0.811579083804018,161,55.31769872366522,28.239253413164857,49.1806419777867,26.312106918238992,100.0,0.9,0.0
2023-06-27T09:26:30Z,0.0,0.765377073817783,180,40.82361071741678,27.65482129961436,48.98395055533254,26.23505452964004,100.0,0.91,0.0
2023-06-27T09:27:00Z,0.0,0.9998782011178824,195,48.33892765332367,27.220361806969123,49.02139368392881,26.307272848922782,100.0,0.91,0.0
2023-06-27T09:27:30Z,0.0,0.77202530061045,186,44.46211174869034,26.809323058374968,48.94238424996655,26.18000635621571,100.0,0.92,0.0
2023-06-27T09:28:00Z,0.0,1.0555013556506752,181,41.57765225851848,23.439364605277536,48.950613876622505,26.296659641375623,100.0,0.9,1.0
2023-06-27T09:28:30Z,0.0,0.6676150577996165,203,52.2331594486241,25.808530314020235,49.10068747490968,26.347601364913686,100.0,0.92,1.0
2023-06-27T09:29:00Z,0.0,2.0524004812700203,166,80.08485585654705,25.666259937170917,49.42682824836077,26.326366586377627,100.0,0.65,1.0
2023-06-27T09:29:30Z,0.0,2.130104756822773,153,69.66908499664704,25.546309264919397,49.39587515054195,26.25797035996253,100.0,0.72,1.0
2023-06-27T09:30:00Z,0.0,0.79859105789859,181,51.49751248384474,26.34441106779744,49.26399203800347,26.29568948213569,100.0,0.9,0.0
2023-06-27T09:30:30Z,0.0,0.8674891710281372,180,41.94675897988674,26.001785296171548,49.136800816271915,26.229384116151483,100.0,0.91,0.0
2023-06-27T09:31:00Z,0.0,0.683661859610985,174,40.37570612391891,26.80070277755608,49.10446775056871,26.112513381506755,100.0,0.94,0.0
2023-06-27T09:31:30Z,0.0,1.15038154843033,186,40.220218792986735,24.492660524192086,49.05977351799812,26.20159239930416,100.0,0.91,0.0
2023-06-27T09:32:00Z,0.0,0.8721743389051788,245,50.23973910106147,26.928419548034693,49.030325839689546,26.4065887193898,100.0,0.89,1.0
2023-06-27T09:32:30Z,0.0,1.0915174755183132,220,61.33291168695407,26.478468924687927,49.17177672955975,26.26042921182925,100.0,0.86,1.0
2023-06-27T09:33:00Z,0.0,2.932264239837726,192,79.55773190754469,26.495120623853584,49.41803827110933,26.30488090458986,100.0,0.54,1.0
2023-06-27T09:33:30Z,0.0,3.325411002776202,170,71.58351125669567,25.775795901186555,49.42426903519336,26.260839020473707,100.0,0.48,1.0
2023-06-27T09:34:00Z,0.0,1.309299431168116,208,59.32537246257248,26.88496692560928,49.20993911414425,26.335624916365585,100.0,0.79,0.0
2023-06-27T09:34:30Z,0.0,0.7836756897482643,187,41.81328783051764,26.896123151665744,49.089413555466344,26.24848621704804,100.0,0.92,0.0
2023-06-27T09:35:00Z,0.0,0.8480137032308396,157,43.5303871870449,25.112537860200888,49.12582798073063,26.38887494981935,100.0,0.89,0.0
2023-06-27T09:35:30Z,0.0,1.3441484906734564,156,41.36058377872255,25.659998159386713,49.039366720192696,26.24980764084036,100.0,0.85,0.0
2023-06-27T09:36:00Z,0.0,1.051451948483785,150,41.25782247080895,26.195976168879913,49.03703331995183,26.38316271912217,100.0,0.89,1.0
2023-06-27T09:36:30Z,0.0,0.7894550261096419,214,61.193454566136374,26.152857209284093,49.332338083768235,26.358699652080826,100.0,0.89,1.0
2023-06-27T09:37:00Z,0.0,1.871614874513061,216,83.37038859912089,26.448265918935686,49.47032650876489,26.307883380168608,100.0,0.7,1.0
2023-06-27T09:37:30Z,0.0,2.2240760916157774,190,69.9730656135302,25.946081282117486,49.4307172487622,26.375242539809985,100.0,0.63,1.0
2023-06-27T09:38:00Z,0.0,1.2127588652624872,203,58.74794658043246,27.226493628670283,49.298901043757525,26.246094272715112,100.0,0.83,0.0
2023-06-27T09:38:30Z,0.0,0.8520233090277072,216,45.14389405497243,26.838312012765623,49.10992907801418,26.26471965743343,100.0,0.91,0.0
2023-06-27T09:39:00Z,0.0,0.9824812444626476,221,50.1020218923425,24.776514051595992,49.03011675364646,26.222810450956775,100.0,0.86,0.0
2023-06-27T09:39:30Z,0.0,1.0525251593229905,212,48.522281629571125,26.751161945279474,49.028812056737586,26.19940954101432,100.0,0.9,0.0
2023-06-27T09:40:00Z,0.0,0.9524749630375913,190,46.10389556203868,26.719043712619122,49.03724240599491,26.26399203800348,100.0,0.89,1.0
2023-06-27T09:40:30Z,0.0,1.25505737891564,195,64.28577794372313,26.268275554034222,49.22250100361301,26.280392747223335,100.0,0.82,1.0
2023-06-27T09:41:00Z,0.0,2.359670666002092,168,82.42794622971404,26.561165158414934,49.44890773451092,26.21722367188545,100.0,0.66,1.0
2023-06-27T09:41:30Z,0.0,2.8676234046864955,161,69.43084289371119,26.84855561872467,49.4137310986217,26.25542787367857,100.0,0.53,1.0
2023-06-27T09:42:00Z,0.0,1.2335825240475007,174,52.39035519050042,26.3074016785982,49.24419577144386,26.37421383647799,100.0,0.83,1.0
2023-06-27T09:42:30Z,0.0,0.8507741510478499,153,55.657731578465096,26.131535592524383,49.30329185066239,26.236225411481332,100.0,0.88,1.0
2023-06-27T09:43:00Z,0.0,1.7350381957857233,152,81.36919251557477,25.793530108646667,49.476649270707874,26.367422721798476,100.0,0.75,1.0
2023-06-27T09:43:30Z,0.0,1.2339367051278392,155,67.43888076780775,25.548287056234088,49.444943463133946,26.288028569516925,100.0,0.82,0.0
2023-06-27T09:44:00Z,0.0,1.8862210478101458,140,50.46283326617593,26.438955356248727,49.292176836611794,26.325931687408,100.0,0.78,0.0
2023-06-27T09:44:30Z,0.0,0.889857156154437,156,40.17748208811925,25.59588498087288,49.14523952897097,26.429705272313665,100.0,0.88,0.0
2023-06-27T09:45:00Z,0.0,1.2941404788724837,155,38.36610297845966,25.71430273506999,49.270967148400906,26.26260370667738,100.0,0.84,0.0
2023-06-27T09:45:30Z,0.0,0.7396236954119382,149,42.33311211415259,25.06017157046668,49.298190151211024,26.402557540479062,100.0,0.9,0.0
2023-06-27T09:46:00Z,0.0,0.9698301523159711,156,42.333839059509025,26.449229422414064,49.23611668673893,26.350654021142777,100.0,0.86,1.0
