timestamp,errors,latency,traffic,average.cpuPercent_x,average.cpuPercent_y,average.memoryUsedPercent_x,average.memoryUsedPercent_y,tsr,apdex,io
2023-06-30T17:05:00Z,0.0,0.9958086651041761,217,34.9446894413235,24.313012700930667,55.1626605780811,37.957647531112,100.0,0.86,0.0
2023-06-30T17:05:30Z,0.0,1.0148515690100586,213,35.17309660305492,24.424159987793256,55.09563595610865,37.91729392479593,100.0,0.83,0.0
2023-06-30T17:06:00Z,0.0,0.9947479093708278,207,35.21052127879876,28.253476378162787,55.18526696105982,37.939549043222264,100.0,0.85,0.0
2023-06-30T17:06:30Z,0.0,0.9419778716721724,227,36.429792939316826,26.83020267293426,55.26163354743744,37.91940151211026,100.0,0.87,0.0
2023-06-30T17:07:00Z,0.0,1.1872445365838837,228,35.59958807053608,25.83889514641295,55.155100026763016,37.93458115883848,100.0,0.85,0.0
2023-06-30T17:07:30Z,0.0,0.9382584344257008,220,37.40194197328089,26.114938406924924,55.27070788170747,37.972041014318215,100.0,0.86,0.0
2023-06-30T17:08:00Z,0.0,1.1989639360610753,219,35.35125062993876,27.411006727063455,55.23914425264285,38.04445169276061,100.0,0.86,0.0
2023-06-30T17:08:30Z,0.0,0.9797939924257142,224,33.47624787850597,26.855350777474154,55.218628730095,37.96401211026362,100.0,0.85,0.0
2023-06-30T17:09:00Z,0.0,1.1548612813154857,216,54.30488072947707,42.24995969493687,55.36835942727151,37.92852602703065,100.0,0.82,1.0
2023-06-30T17:09:30Z,0.0,1.4282107924536076,217,76.86854585846204,58.493263454778166,55.45616720192694,38.0055784156296,100.0,0.82,1.0
2023-06-30T17:10:00Z,0.0,1.1259113916536656,205,72.06464179923657,51.66627722687756,55.38831459922387,38.03647296935635,100.0,0.83,1.0
2023-06-30T17:10:30Z,0.0,1.2351166626863312,228,40.74053326177175,26.758624349115678,55.200321156162175,37.91494379767162,100.0,0.8,1.0
2023-06-30T17:11:00Z,0.0,0.9603032056275789,222,34.67589549833624,28.86623520770479,55.24895456978456,37.96360230161917,100.0,0.88,0.0
2023-06-30T17:11:30Z,0.0,1.1587465791911868,182,34.222288117799636,26.835540435995622,55.27321691422455,37.91792954636691,100.0,0.82,0.0
2023-06-30T17:12:00Z,0.0,1.3605382187982624,178,32.13809965898288,26.725523384803143,55.24688043623712,37.94056101967082,100.0,0.8,0.0
2023-06-30T17:12:30Z,0.0,1.0727091375635474,181,41.38644787743967,39.49865254101085,55.20929512913154,38.009341964405195,100.0,0.86,0.0
2023-06-30T17:13:00Z,0.0,1.3648041833278746,172,91.62326582060301,73.6594896183013,55.36053960926,37.9873879298809,100.0,0.78,1.0
2023-06-30T17:13:30Z,0.0,1.4751609737953444,178,89.42660409832631,65.24222647014496,55.45602502341763,37.98889334939114,100.0,0.78,1.0
2023-06-30T17:14:00Z,0.0,0.8221147641414354,238,48.990349002074026,28.433787608196297,55.19906663990366,37.93659674829386,100.0,0.88,1.0
2023-06-30T17:14:30Z,0.0,1.0533659352196587,225,34.810297735181784,25.8806096613184,55.18205539943798,37.84059280074937,100.0,0.84,1.0
2023-06-30T17:15:00Z,0.0,1.6337088010843517,206,35.8327719077986,29.606291279437908,55.2384166332129,37.85399939783219,100.0,0.79,0.0
2023-06-30T17:15:30Z,0.0,1.3561503231807908,211,35.78119342566843,27.487436313751356,55.17511374280743,37.872281881439854,100.0,0.83,0.0
2023-06-30T17:16:00Z,0.0,1.12788134092813,91,25.54440879148753,19.186404126347984,55.22078649805968,37.903109527632814,100.0,0.84,0.0
2023-06-30T17:16:30Z,0.5405405405405406,1.558443327207823,185,56.08506570632562,38.25445493414289,55.39495517195237,37.96915562692359,100.0,0.79,0.0
2023-06-30T17:17:00Z,0.0,1.4213353085827518,154,80.3747404767898,62.82237783241558,55.369404857486956,38.115005687140375,100.0,0.78,1.0
2023-06-30T17:17:30Z,0.0,1.2514747381210327,160,73.86676655909334,60.33737995907631,55.31260872474241,38.02698882644186,100.0,0.82,1.0
2023-06-30T17:18:00Z,0.0,1.0945855043605417,167,29.703822988073643,24.155066738904633,55.15457312993444,38.07195068914759,100.0,0.83,1.0
2023-06-30T17:18:30Z,0.0,1.0190280230648547,166,33.08357615374468,24.56634719834005,55.15770942058075,38.11342499665462,100.0,0.82,1.0
2023-06-30T17:19:00Z,0.0,1.2181864091527392,171,33.68580973082161,26.10529329785003,55.10279506222401,37.956669008430346,100.0,0.83,0.0
2023-06-30T17:19:30Z,0.0,1.7417697482987453,152,31.613049743203444,21.492076710846394,55.10435066238458,38.01982135688478,100.0,0.83,0.0
2023-06-30T17:20:00Z,0.0,1.0987411019224558,161,30.464091709476552,24.132325010564916,55.19934263348053,37.9232152415362,100.0,0.84,0.0
2023-06-30T17:20:30Z,0.0,0.9786742548024432,161,32.0890223153755,28.981159413119737,55.23938679245283,37.91532015254918,100.0,0.84,0.0
2023-06-30T17:21:00Z,0.0,1.2581432239682067,153,87.34219895635397,67.23662169100037,55.43642111601766,38.117548173424325,100.0,0.8,1.0
2023-06-30T17:21:30Z,0.0,1.6426991696627635,159,80.36800495493898,69.16815110996212,55.41587213970294,38.14348320620902,100.0,0.76,1.0
2023-06-30T17:22:00Z,0.0,1.016590698905613,276,54.88355621998041,31.764496069577294,55.3176518801017,38.08130101699451,100.0,0.87,1.0
2023-06-30T17:22:30Z,0.0,1.5878517155080114,227,38.88162852115358,29.04620311728407,55.21321758329989,38.1254265355279,100.0,0.8,1.0
2023-06-30T17:23:00Z,0.0,1.0839082193581058,231,35.8743999781605,29.545279085607373,55.28800347919176,38.10423357420046,100.0,0.83,0.0
2023-06-30T17:23:30Z,0.0,1.8651614754120887,211,35.09979488211155,30.324663467732226,55.19860665060886,38.050005018065036,100.0,0.78,0.0
2023-06-30T17:24:00Z,0.0,1.1083415823245266,218,38.67040177974628,27.714083954808956,55.15020741335474,38.090224809313526,100.0,0.85,0.0
2023-06-30T17:24:30Z,0.0,1.1468464877154376,222,48.75603315132199,42.347735102849875,55.22914993978321,38.03790311789107,100.0,0.82,0.0
2023-06-30T17:25:00Z,0.0,1.8871112558203684,142,75.28311699143015,59.69988386169513,55.3974558410277,38.04745416833935,100.0,0.78,1.0
2023-06-30T17:25:30Z,0.0,1.7844455465138387,139,79.07838401168989,57.62902086391228,55.41862371202998,38.2036330790847,100.0,0.76,1.0
2023-06-30T17:26:00Z,0.0,1.112890836265352,144,35.80090045590021,24.169690998180503,55.22197410678442,38.1487689013783,100.0,0.84,1.0
