timestamp,errors,latency,traffic,average.cpuPercent_x,average.cpuPercent_y,average.memoryUsedPercent_x,average.memoryUsedPercent_y,tsr,apdex,io
2023-06-29T13:57:00Z,0,0.360239505767822,5,13.3901161889774,9.35202541943927,44.3749581827914,32.0270891877425,,1,0
2023-06-29T13:57:30Z,0,0.288455418598505,162,21.9690206510508,13.8944917419747,44.4907082162451,32.0441506088585,100,0.99,0
2023-06-29T13:58:00Z,0,0.51394836876982,93,17.3914655277923,12.4078460145918,44.3440887193898,31.9743660511174,100,0.96,0
2023-06-29T13:58:30Z,0,0.175609877235011,95,16.2639282513316,12.0756419326537,44.4279071323431,31.9771761675365,100,1,0
2023-06-29T13:59:00Z,0,0.894107219965562,92,17.9822719950834,12.892103209618,44.3980412819483,32.135437575271,100,0.93,0
2023-06-29T13:59:30Z,0,0.353497727921135,152,19.1585022274226,14.5019919569125,44.4253730095009,31.9956175565369,100,0.98,0
2023-06-29T14:00:00Z,0,0.463759303092957,294,38.5081942839229,20.1322056581835,44.5062474909675,31.866711829252,100,0.96,0
2023-06-29T14:00:30Z,0,0.39778214719327,227,28.5649619699374,15.6638301087863,44.4627325036799,31.8371972434096,100,0.96,0
2023-06-29T14:01:00Z,0,0.596125988366966,217,30.6233463378196,18.4165583304346,44.4102351799813,31.831468285829,100,0.93,1
2023-06-29T14:01:30Z,0,0.565290022114096,219,77.0225707225177,51.3350108709356,44.6106148802355,32.0175214104108,100,0.95,1
2023-06-29T14:02:00Z,0,0.669166228093139,218,68.4326969673631,53.9418456064452,44.6783420313127,32.0614211160177,100,0.94,1
2023-06-29T14:02:30Z,0,1.0585138728047,171,41.4714356696946,20.1554002923582,44.5016057808109,31.8888080422856,100,0.93,1
2023-06-29T14:03:00Z,0,0.773002910006578,157,26.5114828997202,16.1653468559807,44.417201926937,31.9196440519202,100,0.91,0
2023-06-29T14:03:30Z,0,0.621144178334404,170,24.6680145127833,15.1568608549995,44.4787652214639,32.0362137026629,100,0.94,0
2023-06-29T14:04:00Z,0,0.641522757400422,169,27.1730186062019,15.6234939223165,44.4667469557072,31.9927656229091,100,0.93,0
2023-06-29T14:04:30Z,0,1.02245810885488,162,31.7566567082153,22.6459605435494,44.4682858289843,31.9643968285829,100,0.9,0
2023-06-29T14:05:00Z,0,0.586306539522547,147,89.3985261312051,67.801505467934,44.6527498996387,32.0507075471698,100,0.94,1
2023-06-29T14:05:30Z,0,0.670974749657843,144,90.6152313780959,72.0885129586948,44.690828649806,32.0539609260003,100,0.94,1
2023-06-29T14:06:00Z,0,0.652376159264223,137,40.7671908776152,19.7241985207709,44.5312040010705,32.0995918640439,100,0.94,1
2023-06-29T14:06:30Z,0,1.04842282713746,139,24.2547126194358,16.106266244724,44.4870115750033,32.0099274053258,100,0.92,1
2023-06-29T14:07:00Z,0,0.591164947378224,145,23.6457697795149,14.4008756183418,44.39950488425,31.9628412284223,100,0.95,0
2023-06-29T14:07:30Z,0,0.566073942666102,198,28.5395200681801,16.8843914720455,44.418289174361,31.9624732369865,100,0.94,0
2023-06-29T14:08:00Z,0,0.772775220614608,186,30.2341662657478,16.7488289491799,44.4025073598287,31.9231232436772,100,0.93,0
2023-06-29T14:08:30Z,0,0.736381962058249,178,45.3828211124748,25.3297676781893,44.452746554262,31.9436638565502,100,0.9,0
2023-06-29T14:09:00Z,0,0.619477072458589,178,78.4786811060994,55.8888820222906,44.6678626388331,32.0479977920514,100,0.93,1
2023-06-29T14:09:30Z,0,0.621025256852846,185,76.8702594016554,55.2149015241795,44.6909373745484,32.0730212096882,100,0.95,1
2023-06-29T14:10:00Z,0,0.524840366781054,201,34.1440409544468,18.0458998526827,44.5462080155226,32.0127458851867,100,0.94,1
2023-06-29T14:10:30Z,0,0.754076566792987,197,31.6982415488797,18.1665862484919,44.4626739595879,32.0032951960391,100,0.93,1
2023-06-29T14:11:00Z,0,0.7619605639042,195,30.9769879122664,17.0718970083325,44.3937591997859,32.0039726348187,100,0.92,0
2023-06-29T14:11:30Z,0,0.616258377931556,196,29.1716226706356,18.488303305998,44.4043054997993,31.986568312592,100,0.92,0
2023-06-29T14:12:00Z,0,0.834167686934324,194,31.2299623051307,18.1838723906368,44.4850127124314,32.0096430483072,100,0.92,0
2023-06-29T14:12:30Z,0,0.537527616111396,191,31.3131921474143,29.6761514142589,44.4538756188947,32.044167335742,100,0.94,0
2023-06-29T14:13:00Z,0,1.01646779494339,178,87.8505445859074,67.7542469943292,44.6396862036665,32.0563194165663,100,0.87,1
